publishDate,eventDate,time,location,money,column
2000-04-30,Apr 25,,marriott marquis,$1.5 million,"The Parsons School of Design raised $1.5 million at its awards dinner for 1,000 guests at the Marriott Marquis."
2000-04-30,Apr 24,7:45,hudson theater,$230000,"The Dramatists Guild of America held its first awards benefit, at the Hudson Theater, with readings of new plays followed by dinner. The evening, attended by 283 guests, raised $230,000."
2000-04-30,Apr 25,7:05,plaza,$410000,"The Skowhegan School of Painting and Sculpture, situated in Maine, raised $410,000 at an awards dinner at the Plaza."
2000-05-07,May 2,6:45,grand hyatt,$1 million,"The East-West Institute annual awards dinner honored Ismail Cem, the foreign minister of Turkey, and George Papandreou, the foreign minister of Greece. The event, at the Grand Hyatt, raised more than $1 million for the organization's programs. ;1. 6:45: MARTTI AHTISAARI, left, the former president of Finland; OLAFUR GRIMSSON, the president of Iceland; DORRIT MOUSSAIEFF.;"
2000-05-07,May 4,7:25,waldorf-astoria,$1.6 million,"The American Ireland Fund celebrated its 25th anniversary with a dinner-dance at the Waldorf-Astoria."
2000-05-07,May 4,8:40,mount sinai medical center,$2 million,"The Mount Sinai School of Medicine held its annual Crystal Ball in the Nathan Cummings Atrium at Mount Sinai Medical Center. The event, attended by 1,200 guests, raised $2 million. The party chairmen were Betty and John A. Levin.;"
2000-05-07,May 1,8:35,east 70th street,,"Knoedler & Company held a preview of its exhibition ''The Collector as Patron in the 20th Century,'' at its town house at 19 East 70th Street. A reception followed, a few doors west at the Frick Collection.;"
2000-05-07,May 3,8:40,manhattan center,,"An evening of avant-garde programs featuring Italian goods, sponsored by the Italian government, was held at the Manhattan Center. A related two-part exhibition is at the Ace Gallery from May 19 to Jul 4.;"
2000-05-07,May 1,6:20,martini's restaurant and bar,$136000,"The 16th annual New York Fashion and Beauty Industries benefit for Citymeals-on-Wheels, held at Martini's Restaurant and Bar at 53rd Street and Seventh Avenue, raised $136,000. There were 300 guests.;"
2000-05-07,May 1,10:10,plaza,$400000,"The Ballet Hispanico held its annual dinner-dance at the Plaza, raising more than $400,000. The evening included a short performance by the company.;"
2000-05-07,May 3,6:50,marriott marquis,$575000,"The Northside Center for Child Development raised $575,000 at a gala at the Marriott Marquis.;"
2000-05-07,May 2,8:25,lincoln center,$125000,"The Chamber Music Society of Lincoln Center raised $125,000 at a dinner for 82 guests held in the Fifth Avenue mansion of the Ukrainian Institute of America. The evening celebrated Brooke Astor's 98th birthday, which was Mar 30.;"
2000-05-07,May 4,9:55,avery fisher hall,$600000,"The New York Philharmonic celebrated the 70th birthday of Stephen Sondheim with a concert performance of ''Sweeney Todd'' at Avery Fisher Hall. The event raised $600,000.;"
2000-05-07,May 1,7:15,new-york historical society,,"The New-York Historical Society's preview of ''Stork Club.'';"
2000-05-21,May 18,7:10,el museo del barrio,$400000,"El Museo del Barrio held its benefit at the museum on Fifth Avenue and raised $400,000."
2000-05-21,May 15,,rainbow room,$750000,"May 15: The Society of Memorial Sloan-Kettering Cancer Center held its spring dinner-dance at the Rainbow Room; 300 guests attended, raising $750,000. Honored were Dr. RICHARD A. RIFKIND, left, and JOHN S. REED, former co-chief executive of Citigroup, who was with his wife, CYNTHIA REED. Also honored were Betty and H. Virgil Sherrill. He is a former chairman of the Reliance Electric Company.;"
2000-05-21,May 18,9:05,cipriani 42nd street,$650000,"The American Academy in Rome held a benefit dinner-dance at Cipriani 42nd Street and honored the artist Chuck Close. The academy, which raised $650,000 during the evening, is a center for study and research for the arts."
2000-05-21,May 12,7:45,plaza,$50000,"The Russian Nobility Association in America held its annual spring dinner-dance at the Plaza and raised $50,000."
2000-05-21,May 16,10:10,racquet & tennis club,$100000,"The Student/Sponsor Partnership, which provides scholarships to underprivileged high school students, raised $100,000 at its annual casino benefit at the Racquet & Tennis Club on Park Avenue."
2000-05-21,May 17,7:10,pierre,,"Kids of N.Y.U., an organization of physicians, parents and friends at the New York University Medical Center, held its auction and dinner at the Pierre."
2000-05-21,May 16,8:40,sotheby's,,"Serena Boardman and Jan Lauder were hosts of a Sotheby's art exhibition."
2000-05-21,May 15,7:10,pier 60,$1 million,"The National Audubon Society held its first social benefit in its 100 years, and raised $1 million at an awards dinner-dance at Pier 60, Chelsea Piers."
2000-05-21,May 17,6:25,lincoln center,$325000,"Young Concert Artists, which helped start the careers of Pinchas Zukerman and Emanuel Ax, among others, celebrated its 40th year with a concert by the New York Chamber Symphony and a dinner at Alice Tully Hall at Lincoln Center. The benefit raised $325,000."
2000-05-21,May 15,10:35,carnegie hall,$600000,"The New York Pops celebrated its 17th birthday with a concert at Carnegie Hall and dinner for 460 guests at the Plaza, raising $600,000."
2000-05-21,May 16,7:10,nicole's,,"The American Friends of Sadler's Wells held a reception at Nicole's, the restaurant in the boutique Nicole Farhi. The evening benefited the Paul Taylor Dance Company's visit to Sadler's Wells this fall."
2000-05-14,May 10,6:50,124 east 58th street,,"A reception honoring Gwen Grant Mellon, who with her late husband, Larimer Mellon, founded the Albert Schweitzer Hospital in Deschapelles, Haiti, was at 124 East 58th Street."
2000-05-14,May 8,6:20,metropolitan opera,$1.2 million,"American Ballet Theater held its 60th anniversary gala at the Metropolitan Opera House. The evening raised $1.2 million."
2000-05-14,May 11,8:20,seventh regiment armory,$750000,"A preview of the International Fine Art Fair, which runs through Wednesday at the Seventh Regiment Armory, raised $750,000 for the Lenox Hill Neighborhood House."
2000-05-14,May 9,7:25,metropolitan club,$750000,"The Strang Cancer Prevention Center raised $750,000 at its annual spring dinner and dance attended by 220 guests at the Metropolitan Club. The center is dedicated to research and advancing a cure through early detection."
2000-05-14,May 11,7:10,plaza,$340000,"The Plaza. The Catholic Big Sisters dinner and dance was attended by 350 guests and raised $340,000 for the organization's programs, which aid low-income families."
2000-05-14,May 8,7:15,broadway theater institute,,"The Broadway Theater Institute, dedicated to preserving the history of live theater on Broadway, held an awards ceremony."
2000-05-14,May 11,11:10,metropolitan opera,$3 million,"The Metropolitan Opera raised more than $3 million at its millennium performance of three staged acts to benefit its pension fund. More than 1,000 attended the post-performance dinner in a tent in Damrosch Park. The celebration was underwritten by Deutsche Bank."
2000-05-14,May 10,7:40,cipriani on 42nd,$600000,"The Boys' Club of New York held its 65th annual spring dance and raised more than $600,000 at Cipriani on 42nd."
2000-05-14,May 9,8:45,lincoln center,$1.5 million,"Lincoln Center for the Performing Arts' annual awards gala, held in a tent in Damrosch Park, raised $1.5 million."
2000-05-28,May 23,8:50,pier 60,$500000,"The Children's Storefront, a tuition-free school in Harlem, started nearly 35 years ago with a few young children and has grown to 160 students from the community. The school, for students from preschool through the eighth grade, held its annual benefit at Pier 60, at Chelsea Piers. With 500 guests attending, the event raised more than $500,000."
2000-05-28,May 22,7:35,plaza,$600000,"International House, a residence in New York City for graduate students and interns from the United States and around the world, celebrated its 75th anniversary and honored the families of its founders, John D. Rockefeller and Cleveland Dodge. The event, held at the Plaza and attended by 420 guests, raised $600,000."
2000-05-28,May 23,7:35,the russian tea room,$300000,"Pratt Institute raised $300,000 at its annual awards dinner, held at the Russian Tea Room with 295 guests. Among the honorees was Bruce Weber, the photographer."
2000-05-28,May 24,9:15,grand central terminal,,"Harper's Magazine celebrated its 150th anniversary at Grand Central Terminal."
2000-05-28,May 24,6:35,plaza,$380000,"Graham-Windham Services to Families and Children, the family and child service agency, raised $380,000 at its benefit dinner at the Plaza, as 300 guests attended."
2000-05-28,May 23,6:25,east 70th street,$12000,"The Manhattan Volunteer Committee of the Visiting Nurse Service of New York raised $12,000 with a reception held at the group's headquarters on East 70th Street."
2000-05-28,May 22,10:15,lincoln center,$600000,"Lincoln Center Theater held a one-night benefit performance of Rodgers & Hammerstein's ''South Pacific'' at the Vivian Beaumont Theater, followed by a dinner for 650 guests at Tavern on the Green. The evening raised $600,000."
2000-05-28,May 24,7:20,hilton new york,$300000,"The National Minority Supplier Development Council raised $300,000 at its annual awards dinner at the Hilton New York and Towers."
2000-05-28,May 22,6:35,marriott marquis,$1 million,"The Make-A-Wish Foundation raised $1 million at its annual awards gala, with 650 guests, at the New York Marriott Marquis."
2000-06-04,Jun 1,6:30,new york botanical garden,$2 million,"The New York Botanical Garden held its annual benefit ball, one of the dressiest events in the spring social swirl, at the gardens, in the Bronx, and raised $2 million. For 24 of the guests, the party was preceded at 6:30 by the surprise wedding of the evening's chairwoman, MAI V. HALLINGBY, to RIDGELY HARRISON. The bride went from the marriage in the rose garden to the benefit's receiving line."
2000-06-04,May 31,10:20,brooklyn museum,$450000,"The Brooklyn Museum of Art held its spring gala in the eight galleries of the American Painting and Sculpture Gallery. The event, attended by 450 guests, raised $450,000. The evening began with a preview of the exhibitions ''William Merritt Chase: Modern American Landscapes'' and ''Maxfield Parrish, 1870-1966.''14. 10:20: PEGGY CONE and the Central Park Stompers performed for dancing."
2000-06-04,Jun 1,6:45,plaza,$1.1 million,"Phoenix House, the drug treatment agency for teenagers, raised $1.1 million at its 22nd annual awards dinner at the Plaza."
2000-06-04,May 31,7:10,fountain house,,"Fountain House celebrated its reconstructed club house on West 47th Street and honored the memory of Shaw McKean, the former president of Fountain House's board. Fountain House provides help to mentally ill adults by focusing on their abilities."
2000-06-04,May 25,10:35,new york state theater,,"The New York City Ballet and the Dance Theater of Harlem collaborated on an evening of dance and celebrated the Harlem company's 30th anniversary, at the New York State Theater. A dance reception followed."
2000-06-04,May 31,4:25,,,"Sharon Davis gave a tea at her town house to honor Queen Rania of Jordan, who met 30 women of diverse professions."
2000-06-04,May 31,7:30,cipriani on 42nd,$500000,"The China Institute, an educational and cultural organization, raised $500,000 at Cipriani on 42nd Street."
2000-06-04,May 30,8:50,christie's,,"American Friends of Flamenco held a reception and one-time performance at Christie's to benefit the Cristina Heeren Foundation school in Seville, Spain.27. 8:50: From left, CRISTINA DE HEEREN NOBLE, PAZ DE LA HUERTA and AIMEE DE HEEREN."
2000-06-25,Jun 22,8:40,central park wildlife center,$235000,"The Central Park Wildlife Center raised $235,000 at a dinner and dance held in the zoo, at Fifth Avenue and 63rd Street, for 1,000 humans. Cocktails were served around the seal pool, and dining and dancing took place under tents."
2000-06-25,Jun 21,6:45,immigration museum on ellis island,$500000,"The American Foundation for AIDS Research, known as Amfar, held an awards dinner at the Immigration Museum on Ellis Island. The 700 guests, who arrived by boat from Battery Park, contributed nearly $500,000."
2000-06-25,Jun 20,7:40,chateau de blerancourt,$200000,"The American Friends of Blerancourt, a nonprofit group that supports the Musee de Blerancourt, raised more than $200,000. The museum, in the Chateau de Blerancourt, is northeast of Paris."
2000-06-25,Jun 22,6:45,waldorf-astoria,$1.2 million,"The Promise Fund of Polytechnic University, which provides scholarships to needy students, held its awards dinner at the Waldorf-Astoria. It raised $1.2 million."
2000-06-25,Jun 19,6:50,pierre,$1.2 million,"The Jewish Theological Seminary raised $1.2 million at its annual awards dinner at the Pierre, attended by 250 guests."
2000-06-25,Jun 20,7:15,plaza,$470000,"De La Salle Academy, a private school that accepts 135 talented children from low-income families, raised $470,000 at its awards dinner at the Plaza."
2000-06-25,Jun 19,7:10,new york public library,$1.2 million,"The New York Public Library held its inaugural corporate dinner. The event, at the library building at Fifth Avenue and 42nd Street, raised $1.2 million."
2000-06-25,Jun 12,10:10,new york state theater,$250000,"The New York City Ballet held its ''Dance With the Dancers'' night at the Promenade at the New York State Theater, raising $250,000. Guests had the opportunity to dance with members of the company."
2000-07-02,Jun 26,,whitney museum,,"Jun 26: The Whitney Museum of American Art held a preview reception for Robert Rauschenberg's 52-panel work, ''Synapsis Shuffle,'' assembled for this showing by 12 people chosen by the artist. Each used three to seven panels. The panels are ''reshuffled'' each time the work is exhibited. The show closes"
2000-07-02,Jun 26,6:12,bryant park,$200000,"The New York Foundation for the Arts held an awards dinner for 400 at the Bryant Park Grill. The evening raised $200,000. A screening of the vintage film ''Pal Joey'' followed on the lawn and was open to the public. The organization provides grants, services, technology and education to artists in all fields, including film, dance, architecture, painting and photography."
2000-07-02,Jun 28,8:05,lincoln center,,"Lincoln Center opened its ''Midsummer Night Swing,'' a month of outdoor social dancing."
2000-07-02,Jun 26,7:25,frick,,"The Beijing Opera performed at Alice Tully Hall to benefit the Sloane Hospital for Women."
2000-07-02,Jun 26,6:55,new york state theater,$2.5 million,"The New York Hospital Medical Center of Queens benefited from an evening at the New York State Theater, raising $2.5 million. Six hundred attended a dinner, and 2,000 a concert by Donna Summer."
